K70-K77 Doenças do fígado,,4,2,1,5,2,3,1,9,1,4,2,3
K70 Doença alcoólica do fígado,,–,–,–,1,–,–,–,–,–,–,–,1
K71 Doença hepática tóxica,,4,2,–,3,1,1,1,4,–,2,2,–
K72 Insuficiência hepática não classificada em outra parte,,–,–,–,–,1,–,–,–,–,–,–,–
K73 Hepatite crônica não classificada em outra parte,,–,–,–,–,–,–,–,2,–,–,–,–
K74 Fibrose e cirrose hepáticas,,–,–,–,–,–,–,–,–,–,–,–,–
K75 Outras doenças inflamatórias do fígado,,–,–,–,–,–,1,–,–,1,–,–,1
K76 Outras doenças do fígado,,–,–,1,1,–,1,–,3,–,2,–,1
K77* Transtornos do fígado em doenças classificadas em outra part,,–,–,–,–,–,–,–,–,–,–,–,–
"K80-K87 Transtornos da vesícula biliar, das vias biliares e do pâncr",,1,1,–,–,1,4,1,2,1,3,2,–
K80 Colelitíase,,–,1,–,–,–,1,–,–,1,1,1,–
K81 Colecistite,,–,–,–,–,–,3,–,–,–,2,–,–
K82 Outras doenças da vesícula biliar,,–,–,–,–,–,–,–,–,–,–,–,–
K83 Outras doenças das vias biliares,,1,–,–,–,–,–,–,–,–,–,–,–
K85 Pancreatite aguda,,–,–,–,–,1,–,1,2,–,–,–,–
K86 Outras doenças do pâncreas,,–,–,–,–,–,–,–,–,–,–,1,–
"K87* Transtornos da vesícula biliar, das vias biliares e do pâncreas",,–,–,–,–,–,–,–,–,–,–,–,–
K90-K93 Outras doenças do aparelho digestivo,,–,–,–,–,–,–,–,–,–,–,–,1
K90 Má-absorção intestinal,,–,–,–,–,–,–,–,–,–,–,–,–
"K91 Transtornos do aparelho digestivo pós-procedimentos, não cla",,–,–,–,–,–,–,–,–,–,–,–,–
K92 Outras doenças do aparelho digestivo,,–,–,–,–,–,–,–,–,–,–,–,1
K93* Transtornos de outros órgãos digestivos em doenças classifica,,–,–,–,–,–,–,–,–,–,–,–,–
Capítulo XII: Doenças da pele e do tecido subcutâneo (L00-L99),,98,82,91,112,95,95,88,89,161,208,143,138
L00-L08 Infecções da pele e do tecido subcutâneo,,20,19,17,19,11,20,17,16,35,38,22,26
L00 Síndrome da pele escaldada estafilocócica do recém-nascido,,–,–,–,–,–,–,–,–,–,–,–,–
L01 Impetigo,,–,–,–,1,1,1,–,–,–,–,–,–
"L02 Abscesso cutâneo, furúnculo e carbúnculo",,1 2,9,10,11,7,11,12,9,18,28,13,14
L03 Celulite (Flegmão),,7,6,5,5,2,6,2,5,8,7,7,6
L04 Linfadenite aguda,,–,–,–,–,–,–,–,–,–,–,–,–
L05 Cisto pilonidal,,–,1,–,–,–,–,–,1,–,–,–,–
L08 Outras infecções localizadas da pele e do tecido subcutâneo,,1,3,2,2,1,2,3,1,9,3,2,6
L10-L14 Afecções bolhosas,,–,–,–,–,–,–,–,–,–,–,–,1
L10 Pênfigo,,–,–,–,–,–,–,–,–,–,–,–,1
L11 Outras afecções acantolíticas,,–,–,–,–,–,–,–,–,–,–,–,–
L12 Penfigóide,,–,–,–,–,–,–,–,–,–,–,–,–
L13 Outras afecções bolhosas,,–,–,–,–,–,–,–,–,–,–,–,–
L14* Afecções bolhosas em doenças classificadas em outra parte,,–,–,–,–,–,–,–,–,–,–,–,–
L20-L30 Dermatite e eczema,,52,42,50,67,59,49,47,41,88,113,74,69
L20 Dermatite atópica,,2,5,3,1,2,3,1,3,6,4,3,1
L21 Dermatite seborréica,,–,–,–,–,–,–,–,–,–,–,–,–
L22 Dermatite das fraldas,,–,–,–,–,–,–,–,–,–,–,–,–
L23 Dermatites alérgicas de contato,,3 2,20,32,41,38,27,26,19,48,68,42,32
L24 Dermatites de contato por irritantes,,8,7,12,8,9,5,10,8,11,11,10,15
L25 Dermatite de contato não especificada,,7,6,2,14,6,11,10,9,18,21,12,16
L26 Dermatite esfoliativa,,–,–,–,1,–,–,–,–,1,1,–,–
L27 Dermatite devida a substâncias de uso interno,,–,–,–,–,–,–,–,–,1,–,–,–
L28 Líquen simples crônico e prurigo,,–,–,–,–,–,–,–,2,–,–,–,–
L29 Prurido,,–,–,–,–,–,–,–,–,–,–,–,–
L30 Outras dermatites,,3,4,1,2,4,3,–,–,3,8,7,5
L40-L45 Afecções pápulo-descamativas,,–,1,3,1,1,–,–,2,–,3,–,–
L40 Psoríase,,–,1,3,1,1,–,–,2,–,2,–,–
L41 Parapsoríase,,–,–,–,–,–,–,–,–,–,–,–,–
L42 Pitiríase rósea,,–,–,–,–,–,–,–,–,–,–,–,–
L43 Líquen plano,,–,–,–,–,–,–,–,–,–,–,–,–
L44 Outras afecções pápulo-descamativas,,–,–,–,–,–,–,–,–,–,1,–,–
L45* Afecções pápulo-descamativas em doenças classificadas em o,,–,–,–,–,–,–,–,–,–,–,–,–
L50-L54 Urticária e eritema,,1,1,1,–,1,–,2,–,4,2,4,4
L50 Urticária,,1,1,1,–,1,–,2,–,2,2,3,2
L51 Eritema polimorfo (eritema multiforme),,–,–,–,–,–,–,–,–,–,–,1,1
L52 Eritema nodoso,,–,–,–,–,–,–,–,–,–,–,–,–
L53 Outras afecções eritematosas,,–,–,–,–,–,–,–,–,2,–,–,1
L54* Eritema em doenças classificadas em outra parte,,–,–,–,–,–,–,–,–,–,–,–,–
L55-L59 Transtornos da pele e do tecido subcutâneo relacionados,,6,7,7,10,10,10,8,17,7,11,9,11
L55 Queimadura solar,,–,–,–,1,1,1,–,–,–,1,–,2
L56 Outras alterações agudas da pele devidas a radiação ultraviole,,2,2,3,3,3,6,2,5,3,1,3,4
L57 Alterações da pele devidas à exposição crônica à radiação não,,4,5,4,6,6,3,5,12,4,9,6,5
L58 Radiodermatite,,–,–,–,–,–,–,–,–,–,–,–,–
L59 Outras afecções da pele e do tecido subcutâneo relacionadas,,–,–,–,–,–,–,1,–,–,–,–,–
L60-L75 Afecções dos anexos da pele,,4,–,2,1,2,1,1,3,2,1,–,5
L60 Afecções das unhas,,1,–,2,1,2,–,1,2,2,–,–,4
L62* Afecções das unhas em doenças classificadas em outra parte,,–,–,–,–,–,–,–,–,–,–,–,–
L63 Alopécia areata,,–,–,–,–,–,–,–,–,–,–,–,–
L64 Alopécia androgênica,,–,–,–,–,–,–,–,–,–,–,–,–
L65 Outras formas não cicatriciais da perda de cabelos ou pêlos,,–,–,–,–,–,–,–,–,–,–,–,–
"L66 Alopécia cicatricial [perda de cabelos ou pêlos, cicatricial]",,–,–,–,–,–,–,–,–,–,–,–,–
L67 Anormalidades da cor e do pedículo dos cabelos e dos pêlos,,–,–,–,–,–,–,–,–,–,–,–,–
L68 Hipertricose,,–,–,–,–,–,–,–,–,–,–,–,–
L70 Acne,,–,–,–,–,–,–,–,–,–,–,–,–
L71 Rosácea,,–,–,–,–,–,–,–,–,–,1,–,–
L72 Cistos foliculares da pele e do tecido subcutâneo,,3,–,–,–,–,1,–,1,–,–,–,1
L73 Outras afecções foliculares,,–,–,–,–,–,–,–,–,–,–,–,–
L74 Afecções das glândulas sudoríparas écrinas,,–,–,–,–,–,–,–,–,–,–,–,–
L75 Afecções das glândulas sudoríparas apócrinas,,–,–,–,–,–,–,–,–,–,–,–,–
L80-L99 Outras afecções da pele e do tecido subcutâneo,,15,12,11,14,11,15,13,10,25,40,34,22
L80 Vitiligo,,–,–,–,–,–,–,–,–,–,–,–,–
L81 Outros transtornos da pigmentação,,–,–,–,–,–,–,–,–,–,–,–,–
L82 Ceratose seborréica,,–,–,–,–,–,–,–,–,–,–,–,–
L83 Acantose nigricans,,–,–,–,–,–,–,–,–,–,–,–,–
L84 Calos e calosidades,,2,2,–,1,1,2,2,2,8,11,3,4
L85 Outras formas de espessamento epidérmico,,1,–,4,3,2,–,2,1,5,4,4,5
L86* Ceratodermia em doenças classificadas em outra parte,,–,–,–,–,–,–,–,–,–,–,–,–
L87 Transtornos da eliminação transepidérmica,,–,–,–,–,–,–,–,–,–,–,–,–
L88 Piodermite gangrenosa,,–,–,–,–,–,–,–,–,–,1,–,–
L89 Úlcera de decúbito,,–,–,–,1,–,–,–,–,–,–,–,–
L90 Afecções atróficas da pele,,–,1,–,–,–,–,–,–,–,3,1,2
L91 Afecções hipertróficas da pele,,–,–,–,–,–,–,–,–,–,–,–,–
L92 Afecções granulomatosas da pele e do tecido subcutâneo,,1,1,–,1,–,4,1,–,2,2,2,–
L93 Lúpus eritematoso,,–,–,–,–,1,1,–,–,1,1,5,1
L94 Outras afecções localizadas do tecido conjuntivo,,–,–,–,–,–,–,–,–,–,–,–,–
L95 Vasculite limitada a pele não classificadas em outra parte,,–,–,–,–,–,–,–,–,–,–,–,–
L97 Úlcera dos membros inferiores não classificada em outra parte,,7,5,5,8,3,2,6,5,4,10,9,4
L98 Outras afecções da pele e do tecido subcutâneo não classifica,,4,3,2,–,4,6,2,2,5,8,10,6
L99* Outras afecções da pele e do tecido subcutâneo em doenças c,,–,–,–,–,–,–,–,–,–,–,–,–
Capítulo XIII: Doenças do sistema osteomuscular e do tecido conjun,,7.834,8.218,9.400,10.199,9.183,9.221,9.594,9.428,12.164,12.753,10.432,8 .927
M00-M25 Artropatias,5 44,546,636,646,612,646,781,719,1.238,1.404,1.141,961
M00-M03 Artropatias infecciosas,2,–,2,2,6,1,5,5,8,5,6,4
M00 Artrite piogênica,2,–,2,1,5,–,4,2,7,5,5,2
M01* Infecções diretas da articulação em doenças infecciosas e para,–,–,–,–,–,–,–,–,–,–,–,–
M02 Artropatias reacionais,–,–,–,1,1,1,1,3,1,–,1,2
M03* Artropatias pós-infecciosas e reacionais em doenças infecciosa,–,–,–,–,–,–,–,–,–,–,–,–
M05-M14 Poliartropatias inflamatórias,11,12,14,17,16,15,19,17,78,71,59,35
M05 Artrite reumatóide soro-positiva,2,2,–,1,1,6,1,2,14,13,16,5
M06 Outras artrites reumatóides,1,2,4,2,5,1,3,6,16,16,14,11
M07* Artropatias psoriásicas e enteropáticas,–,–,–,–,–,–,–,–,–,–,–,–
M08 Artrite juvenil,–,–,–,–,–,–,–,–,–,–,1,–
M09* Artrite juvenil em doenças classificadas em outra parte,–,–,–,–,–,–,–,–,–,–,–,–
M10 Gota,–,–,–,–,–,–,–,1,6,7,3,2
M11 Outras artropatias por deposição de cristais,1,–,1,–,–,1,–,–,–,–,1,1
M12 Outras artropatias especificadas,3,5,4,6,6,6,7,3,12,8,7,9
M13 Outras artrites,4,3,5,8,4,1,8,5,30,27,17,7
M14* Artropatias em outras doenças classificadas em outra parte,–,–,–,–,–,–,–,–,–,–,–,–
M15-M19 Artroses,83,84,94,102,95,108,111,112,218,307,212,191
M15 Poliartrose,7,3,3,6,8,9,5,7,15,26,14,12
M16 Coxartrose [artrose do quadril],1,6,7,6,9,6,7,8,22,39,34,17
M17 Gonartrose [artrose do joelho],1 3,21,18,26,29,33,49,26,97,126,94,82
M18 Artrose da primeira articulação carpometacarpiana,4,2,1,1,–,4,2,2,1,4,1,4
M19 Outras artroses,58,52,65,63,49,56,48,69,83,112,69,76
M20-M25 Outros transtornos articulares,448,450,526,525,495,522,646,585,934,1.021,8 64,731
M20 Deformidades adquiridas dos dedos das mãos e dos pés,6,–,2,6,6,8,6,10,21,17,12,10
M21 Outras deformidades adquiridas dos membros,1,1,1,1,3,2,5,3,3,10,11,7
M22 Transtornos da rótula [patela],1 6,10,23,16,12,13,18,18,35,42,29,27
M23 Transtornos internos dos joelhos,1 64,165,190,201,199,193,252,229,403,459,399,335
M24 Outras transtornos articulares específicos,1 3,12,24,26,16,23,19,16,29,35,33,31
M25 Outros transtornos articulares não classificados em outra parte,248,262,286,275,259,283,346,309,443,458,380,321
M30-M36 Doenças sistêmicas do tecido conjuntivo,3,–,2,–,1,2,3,1,5,10,3,3
M30 Poliarterite nodosa e afecções correlatas,–,–,–,–,–,–,–,–,–,–,1,–
M31 Outras vasculopatias necrotizantes,1,–,–,–,–,–,–,–,–,1,–,1
M32 Lúpus eritematoso disseminado [sistêmico],–,–,–,–,–,1,2,–,2,4,1,1
M33 Dermatopoliomiosite,–,–,–,–,–,1,–,1,1,–,–,–
M34 Esclerose sistêmica,1,–,–,–,–,–,–,–,1,1,–,–
M35 Outras afecções sistêmicas do tecido conjuntivo,1,–,2,–,1,–,1,–,1,4,1,1
M36* Doenças sistêmicas do tecido conjuntivo em doenças classifica,–,–,–,–,–,–,–,–,–,–,–,–
M40-M54 Dorsopatias,3.701,3.883,4.337,4.811,4.438,4.356,4.461,4.360,5 .605,5.842,4.901,4.262
M40-M43 Dorsopatias deformantes,7,9,19,13,10,13,16,14,32,32,21,20
M40 Cifose e lordose,–,–,–,–,–,–,–,–,–,–,–,–
M41 Escoliose,–,–,–,–,1,–,–,–,–,–,–,–
M42 Osteocondrose da coluna vertebral,–,1,–,–,–,–,–,–,2,1,–,–
M43 Outras dorsopatias deformantes,7,8,19,13,9,13,16,14,30,31,21,20
M45-M49 Espondilopatias,18,21,15,14,19,21,18,28,57,65,41,43
M45 Espondilite ancilosante,–,3,1,1,1,–,–,1,3,6,1,3
M46 Outras espondilopatias inflamatórias,3,5,1,4,4,4,4,4,12,7,6,3
M47 Espondilose,1 4,10,10,7,10,13,11,18,36,47,28,31
M48 Outras espondilopatias,1,3,3,2,4,4,3,5,6,5,6,5
M49* Espondilopatias em doenças classificadas em outra parte,–,–,–,–,–,–,–,–,–,–,–,1
M50-M54 Outras dorsopatias,3.676,3.853,4.303,4.784,4.409,4.322,4.427,4.318,5.516,5.745,4.839,4.199
M50 Transtornos dos discos cervicais,2 5,28,31,26,34,37,50,36,69,87,71,54
M51 Outros transtornos de discos intervertebrais,2 42,256,264,258,341,381,398,402,762,939,751,632
M53 Outras dorsopatias não classificadas em outra parte,5 6,71,92,82,83,75,83,85,90,106,77,74
M54 Dorsalgia,3.353,3.498,3.916,4.418,3.951,3.829,3.896,3.795,4.595,4.613,3.940,3.439
M60-M79 Transtornos dos tecidos moles,3.524,3.743,4.358,4.677,4.053,4.154,4.287,4.277,5.235,5.399,4.293,3.625
M60-M63 Transtornos musculares,23,15,28,26,19,24,22,28,45,37,38,29
M60 Miosite,–,1,3,1,4,1,3,3,4,4,3,2
M61 Calcificação e ossificação do músculo,–,1,1,1,–,2,2,–,–,–,2,–
M62 Outros transtornos musculares,2 3,13,24,24,15,21,17,25,41,33,33,27
M63* Transtornos de músculo em doenças classificadas em outra pa,–,–,–,–,–,–,–,–,–,–,–,–
M65-M68 Transtornos das sinóvias e dos tendões,1.572,1.673,1.952,1.947,1.699,1.679,1.823,1.706,2 .130,2.121,1.733,1.430
M65 Sinovite e tenossinovite,1.526,1.636,1.914,1.904,1.656,1.630,1.772,1.658,2 .064,2.044,1.670,1.385
M66 Ruptura espontânea de sinóvia e de tendão,3 1,23,20,31,23,26,27,25,36,42,34,24
M67 Outros transtornos das sinóvias e dos tendões,1 5,14,18,12,20,23,24,23,30,35,29,21
M68* Transtorno de sinóvias e de tendões em doenças classificadas,–,–,–,–,–,–,–,–,–,–,–,–
M70-M79 Outros transtornos dos tecidos moles,1.929,2.055,2.378,2.704,2.335,2.451,2.442,2.543,3 .060,3.241,2.522,2.166
"M70 Transtornos dos tecidos moles relacionados com o uso, uso ex",80,90,90,98,96,125,101,109,104,119,91,89
M71 Outras bursopatias,1 6,16,30,21,24,28,31,27,41,54,42,38
M72 Transtornos fibroblásticos,9,13,17,6,8,13,4,9,15,16,13,9
M73* Transtornos dos tecidos moles em doenças classificadas em o,–,–,–,–,–,–,–,–,–,–,–,–
M75 Lesões do ombro,1.434,1.474,1.720,1.990,1.715,1.782,1.763,1.821,2 .160,2.245,1.725,1.492
"M76 Entesopatias dos membros inferiores, excluindo pé",1 1,11,15,9,8,15,11,20,34,29,18,24
M77 Outras entesopatias,3 25,410,435,493,423,427,452,479,594,599,485,405
"M79 Outros transtornos dos tecidos moles, não classificados em ou",54,41,71,87,61,61,80,78,112,179,148,109
M80-M94 Osteopatias e condropatias,18,19,33,37,28,28,28,29,42,51,41,31
M80-M85 Transtornos da densidade e da estrutura óssea,6,7,17,19,16,9,16,17,21,19,18,15
M80 Osteoporose com fratura patológica,–,–,–,–,–,–,–,–,–,–,1,–
M81 Osteoporose sem fratura patológica,–,–,–,–,–,–,–,–,–,–,–,–
M82* Osteoporose em doenças classificadas em outra parte,–,–,–,–,–,–,–,–,–,–,–,–
M83 Osteomalácia do adulto,–,–,–,1,–,–,–,1,–,–,–,1
M84 Transtornos da continuidade do osso,6,7,17,18,15,8,16,15,20,19,16,12
M85 Outros transtornos da densidade e da estrutura ósseas,–,–,–,–,1,1,–,1,1,–,1,2
M86-M90 Outras osteopatias,9,9,11,14,9,14,10,7,17,20,19,14
M86 Osteomielite,8,8,5,9,6,7,6,2,12,12,7,12
M87 Osteonecrose,1,1,3,4,2,7,1,4,4,5,8,–
M88 Doença de Paget do osso (osteíte deformante),–,–,–,–,–,–,–,–,–,–,–,–
M89 Outros transtornos ósseos,–,–,3,1,1,–,3,1,1,3,4,2
M90* Osteopatias em doenças classificadas em outra parte,–,–,–,–,–,–,–,–,–,–,–,–
M91-M94 Condropatias,3,3,5,4,3,5,2,5,4,12,4,2
M91 Osteocondrose juvenil do quadril e da pelve,–,–,–,–,1,–,–,–,1,1,–,–
M92 Outras osteocondroses juvenis,1,–,–,–,–,–,–,–,–,–,–,–
M93 Outras osteocondropatias,1,2,5,4,1,5,1,5,3,7,3,1
M94 Outros transtornos das cartilagens,1,1,–,–,1,–,1,–,–,4,1,1
M95-M99 Outros transtornos do sistema osteomuscular e do tecido,44,27,34,28,51,35,34,42,39,47,53,45
M95 Outras deformidades adquiridas do sistema osteomuscular e d,1,–,–,1,–,2,1,1,–,3,1,–
M96 Transtornos osteomusculares pós-procedimentos não classific,8,2,4,7,7,9,4,8,7,3,9,13
M99 Lesões biomecânicas não classificadas em outra parte,35,25,30,20,44,24,29,33,32,41,43,32
Capítulo XIV: Doenças do aparelho geniturinário (N00-N99),27,29,24,29,26,33,27,23,32,32,41,23
N00-N08 Doenças glomerulares,2,–,1,–,1,–,2,–,–,1,1,2
N00 Síndrome nefrítica aguda,–,–,–,–,–,–,1,–,–,–,–,1
N01 Síndrome nefrítica rapidamente progressiva,–,–,–,–,–,–,–,–,–,–,–,–
N02 Hematúria recidivante e persistente,–,–,1,–,–,–,1,–,–,–,–,1
N03 Síndrome nefrítica crônica,1,–,–,–,1,–,–,–,–,1,1,–
N04 Síndrome nefrótica,–,–,–,–,–,–,–,–,–,–,–,–
N05 Síndrome nefrítica não especificada,–,–,–,–,–,–,–,–,–,–,–,–
N06 Proteinúria isolada com lesão morfológica especificada,1,–,–,–,–,–,–,–,–,–,–,–
N07 Nefropatia hereditária não classificada em outra parte,–,–,–,–,–,–,–,–,–,–,–,–
N08* Transtornos glomerulares em doenças classificadas em outra,–,–,–,–,–,–,–,–,–,–,–,–
N10-N16 Doenças renais túbulo-intersticiais,1,1,–,2,–,1,–,–,–,–,–,2
N10 Nefrite túbulo-intersticial aguda,–,–,–,1,–,–,–,–,–,–,–,–
N11 Nefrite túbulo-intersticial crônica,–,–,–,–,–,–,–,–,–,–,–,–
N12,Nefrite túbulo-intersticial não especificada se aguda ou crônica,–,1,–,–,–,–,–,–,–,–,–,–
N13,Uropatia obstrutiva e por refluxo,1,–,–,–,–,–,–,–,–,–,–,1
N14,Afecções tubulares e túbulo-intersticiais induzidas por drogas o,–,–,–,1,–,–,–,–,–,–,–,–
N15,Outras doenças renais túbulo-intersticiais,–,–,–,–,–,1,–,–,–,–,–,1
N16*,Transtornos renais túbulo-intersticiais em doenças classificada,–,–,–,–,–,–,–,–,–,–,–,–
N17-N19,Insuficiência renal,18,14,19,16,19,22,16,14,18,15,20,11
N17,Insuficiência renal aguda,1,3,2,–,1,–,2,2,1,1,2,1
N18,Insuficiência renal crônica,1 7,11,17,16,18,22,14,12,17,14,18,10
N19,Insuficiência renal não especificada,–,–,–,–,–,–,–,–,–,–,–,–
